F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,Class
2.92,-1.31,0.55,-0.15,-1.05,1.08,10.0,6.25,7.2,185.0,240.0,5.0,13.7,-10.0,False
5.82,2.88,4.11,2.27,3.56,0.82,1.0,0.67,0.86,38.0,15.0,0.0,1.38,-17.0,True
-0.1,-1.07,-1.61,-1.23,-1.49,0.17,10.0,6.25,8.2,220.0,85.0,25.0,5.4,55.0,False
3.68,3.03,2.81,4.16,2.94,1.09,1.0,0.43,0.76,14.0,3.0,2.0,1.77,-16.0,False
-1.0,1.16,0.32,0.09,-0.74,-0.12,10.0,5.15,6.9,145.0,60.0,25.0,9.65,65.0,False
2.46,3.04,5.59,4.68,3.45,0.96,1.0,0.53,0.39,34.0,11.0,0.0,1.35,-6.0,False
1.18,-1.48,0.17,-1.14,-1.12,1.56,10.0,6.1,5.3,30.0,240.0,15.0,7.9,15.0,False
1.65,-0.37,0.59,0.21,-0.67,-1.05,10.0,6.75,5.6,235.0,330.0,25.0,12.4,80.0,False
-2.86,-2.27,-1.77,-1.81,-1.26,4.18,10.0,7.45,9.3,50.0,185.0,5.0,5.25,-45.0,True
-2.53,-2.4,-2.65,-1.96,-0.31,-0.37,10.0,8.0,6.95,120.0,330.0,15.0,13.45,0.0,True
-0.78,-0.68,-1.94,0.83,-1.12,3.63,10.0,7.5,6.95,225.0,360.0,15.0,7.7,35.0,False
3.98,3.66,2.78,3.54,3.87,2.0,1.0,0.03,0.4,39.0,1.0,2.0,1.36,10.0,False
2.51,2.61,3.97,4.06,3.02,0.57,1.0,1.01,0.03,17.0,70.0,4.0,1.83,9.0,False
-1.37,-2.67,-2.18,-0.74,-1.51,1.11,10.0,7.7,9.0,230.0,305.0,5.0,7.15,-40.0,False
6.39,3.25,2.49,2.28,2.17,1.9,1.0,1.04,0.38,25.0,54.0,2.0,1.11,13.0,True
-1.41,-0.6,3.14,0.81,-0.39,1.21,10.0,6.05,8.65,220.0,365.0,15.0,5.7,60.0,False
6.12,2.5,4.69,2.45,3.44,0.85,1.0,0.58,0.32,41.0,7.0,2.0,1.55,-2.0,False
3.99,3.2,3.38,8.54,2.62,2.67,1.0,0.48,0.63,38.0,3.0,0.0,1.33,-10.0,False
-0.72,-0.83,0.04,-0.93,-0.42,-1.15,10.0,6.15,7.2,220.0,180.0,15.0,13.5,80.0,False
3.21,2.53,5.05,3.6,3.4,1.08,0.0,0.44,0.69,14.0,26.0,4.0,1.12,11.0,True
4.6,-0.39,-1.01,0.02,-1.19,1.39,10.0,6.65,6.7,195.0,90.0,25.0,7.4,80.0,False
0.01,0.31,0.93,-1.11,-0.36,0.88,10.0,5.3,6.25,100.0,160.0,15.0,12.8,20.0,False
2.82,2.84,4.55,3.86,3.38,0.78,1.0,0.32,0.74,29.0,17.0,2.0,1.55,15.0,False
2.45,3.34,4.57,3.78,3.63,-0.08,1.0,0.42,0.91,41.0,7.0,4.0,1.63,18.0,True
4.54,3.55,2.71,2.57,2.88,0.85,1.0,0.75,0.97,32.0,17.0,2.0,0.3,1.0,True
2.53,2.5,2.82,2.67,2.34,1.61,1.0,0.82,0.31,34.0,18.0,2.0,1.41,-7.0,False
-1.07,-2.23,-2.12,-1.33,-0.08,2.09,10.0,7.85,7.75,200.0,170.0,15.0,8.2,75.0,True
2.43,4.81,3.44,2.77,4.49,1.17,1.0,0.49,0.83,30.0,10.0,1.0,1.14,0.0,False
-0.49,-1.38,-2.16,-2.15,0.09,-0.38,10.0,7.05,8.5,225.0,45.0,15.0,5.95,-70.0,True
0.96,-0.05,-0.43,-0.49,1.46,0.83,10.0,5.55,6.5,190.0,105.0,5.0,5.4,-45.0,False
-2.79,-2.78,-2.08,-1.49,-1.73,2.26,10.0,10.0,5.75,135.0,175.0,5.0,6.0,0.0,True
0.47,-0.43,-1.73,-1.73,-0.43,0.21,10.0,6.65,7.0,180.0,235.0,5.0,14.9,-20.0,False
2.39,2.41,2.61,2.81,3.92,1.81,1.0,0.73,0.69,37.0,70.0,4.0,0.99,4.0,True
2.51,4.5,3.56,4.27,2.7,0.88,1.0,0.88,0.47,40.0,0.0,1.0,0.41,-1.0,False
2.24,2.21,3.36,6.22,2.57,0.75,1.0,0.93,0.29,8.0,66.0,4.0,1.05,10.0,True
-2.16,-1.44,-2.18,-2.01,-2.03,1.95,10.0,7.6,6.25,140.0,165.0,5.0,8.85,-55.0,False
9.44,2.85,3.9,6.8,3.27,0.87,1.0,0.64,0.66,15.0,34.0,2.0,0.99,-14.0,True
2.92,3.0,2.94,2.75,2.73,2.1,1.0,0.3,0.62,34.0,5.0,4.0,0.58,10.0,False
3.36,4.78,5.89,2.52,3.32,0.99,1.0,0.93,0.71,17.0,8.0,2.0,0.67,9.0,True
3.37,4.6,3.95,2.22,2.56,0.95,1.0,0.76,0.93,23.0,41.0,4.0,1.31,7.0,True
2.56,4.34,2.37,2.87,5.93,1.27,1.0,0.95,0.51,23.0,44.0,4.0,0.84,3.0,True
-1.36,-1.77,0.67,-0.7,-1.51,-0.49,10.0,8.25,6.2,200.0,205.0,15.0,6.75,105.0,True
5.25,4.14,2.98,2.64,3.82,0.77,1.0,0.64,0.48,29.0,61.0,4.0,1.68,8.0,False
2.96,2.36,2.4,2.63,4.99,1.96,0.0,0.74,0.16,12.0,52.0,2.0,1.52,14.0,True
-2.05,-1.36,-1.38,-1.27,-0.07,0.46,10.0,5.95,8.0,65.0,85.0,5.0,12.9,-75.0,True
2.62,5.66,2.81,2.35,3.35,0.9,1.0,0.87,0.44,31.0,66.0,2.0,1.55,-19.0,True
-0.69,0.43,0.3,1.34,1.6,2.18,10.0,5.55,7.35,175.0,255.0,5.0,5.05,-15.0,False
2.41,4.04,2.68,3.41,3.04,0.32,1.0,0.33,0.99,5.0,24.0,2.0,1.82,2.0,True
-2.54,-2.34,-2.03,-1.47,-2.2,-0.61,10.0,6.5,10.0,190.0,15.0,15.0,6.15,-55.0,True
-0.95,0.45,-1.93,-2.11,-1.88,1.59,10.0,7.65,5.3,135.0,295.0,5.0,10.0,-75.0,False
6.63,3.89,2.22,3.12,2.29,1.12,1.0,0.87,0.95,31.0,13.0,2.0,1.26,13.0,True
-1.54,-1.17,0.36,-1.78,-0.48,-0.5,10.0,6.5,7.45,85.0,205.0,25.0,6.9,10.0,True
-2.9,-1.36,-0.45,-2.32,-2.67,1.12,10.0,6.2,9.95,45.0,280.0,5.0,14.05,-70.0,True
3.97,3.28,4.11,6.98,3.59,1.25,1.0,0.24,0.79,30.0,34.0,2.0,1.45,8.0,False
0.32,-0.21,-0.06,0.11,-0.43,1.29,10.0,6.4,5.75,195.0,220.0,15.0,5.8,-30.0,False
-2.81,-1.87,-2.39,-1.42,-2.51,3.48,10.0,8.55,7.0,120.0,325.0,15.0,5.45,0.0,False
2.41,5.27,4.87,3.7,4.92,0.43,1.0,0.48,0.78,45.0,16.0,2.0,2.07,11.0,True
-1.75,-1.83,-0.66,-1.9,-0.28,-0.96,10.0,8.0,5.5,140.0,215.0,15.0,11.75,25.0,True
3.58,3.07,3.31,2.92,2.44,2.55,1.0,0.76,0.02,6.0,35.0,4.0,0.55,5.0,False
-0.7,-1.67,0.16,-0.46,-0.48,-0.72,10.0,6.75,7.35,160.0,75.0,15.0,9.0,35.0,False
-0.43,0.96,1.11,0.09,-0.36,0.72,10.0,5.5,6.2,205.0,180.0,5.0,7.25,-40.0,False
1.74,0.64,0.27,0.38,1.6,-0.21,10.0,4.65,8.1,220.0,205.0,25.0,13.75,15.0,False
2.32,2.28,2.49,3.01,2.51,1.43,1.0,0.84,0.41,31.0,5.0,2.0,1.75,1.0,True
2.39,3.45,2.51,10.32,3.04,0.28,1.0,0.22,0.51,-2.0,4.0,4.0,1.45,9.0,True
2.39,2.78,2.42,4.95,2.51,0.44,1.0,0.66,0.96,40.0,19.0,2.0,0.63,11.0,False
2.97,2.87,2.66,3.34,3.8,0.64,1.0,0.41,0.6,41.0,3.0,4.0,0.47,16.0,False
-0.84,-1.23,-1.17,-1.5,0.14,0.36,10.0,6.0,5.4,65.0,55.0,5.0,11.5,-70.0,False
-2.21,-1.99,-1.63,-2.44,-2.22,-0.5,10.0,5.75,9.35,90.0,315.0,15.0,13.4,35.0,True
3.19,3.29,2.15,2.27,2.19,2.58,1.0,0.79,0.94,3.0,74.0,0.0,1.25,-1.0,True
-0.92,-1.61,-1.58,-1.34,0.23,-0.13,10.0,5.5,7.45,85.0,145.0,25.0,5.7,30.0,False
2.25,3.67,2.21,4.9,3.77,2.19,1.0,0.57,0.79,13.0,30.0,4.0,1.57,15.0,True
-2.69,-2.24,-1.26,-1.95,-0.95,0.11,10.0,6.35,8.85,65.0,350.0,25.0,7.45,45.0,True
-2.86,-2.85,-0.43,-2.92,-2.83,1.53,10.0,8.6,7.65,145.0,365.0,15.0,5.9,-85.0,False
-2.43,-1.72,1.68,2.02,-1.9,0.28,10.0,6.05,9.75,140.0,15.0,5.0,8.2,-70.0,True
3.0,3.2,7.62,2.69,2.8,2.56,1.0,0.55,0.38,35.0,10.0,2.0,1.43,-2.0,False
2.74,3.45,3.05,3.09,3.83,2.0,1.0,0.8,0.43,29.0,46.0,4.0,1.64,1.0,False
-1.91,-1.18,-1.6,-2.52,3.23,1.38,10.0,8.1,7.65,120.0,125.0,15.0,6.85,-70.0,True
4.18,4.47,4.76,4.3,2.29,2.07,1.0,0.62,0.59,6.0,15.0,4.0,0.36,15.0,True
3.0,4.53,3.85,3.25,5.13,-0.01,1.0,0.23,0.31,41.0,1.0,2.0,1.72,20.0,True
-2.14,-0.19,-1.65,-1.65,-0.24,1.93,10.0,6.35,6.85,70.0,165.0,5.0,11.3,-5.0,True
3.51,4.22,3.21,5.36,2.41,1.58,1.0,0.2,0.97,23.0,1.0,0.0,1.82,-15.0,False
-0.57,-1.8,-2.33,-2.55,-2.18,0.68,10.0,7.1,6.6,45.0,285.0,15.0,6.25,65.0,True
-2.06,3.78,-2.47,-2.4,-1.0,1.09,10.0,6.9,9.3,200.0,165.0,15.0,7.85,-55.0,True
-0.56,-0.74,-0.81,2.99,-1.46,2.63,10.0,6.9,5.5,60.0,260.0,15.0,9.85,0.0,False
6.06,3.96,3.82,2.51,2.6,0.79,1.0,0.34,0.97,17.0,46.0,4.0,1.9,7.0,False
4.0,2.46,3.13,2.73,3.43,0.5,1.0,0.64,0.07,22.0,41.0,2.0,1.35,10.0,False
-0.58,-1.3,-0.6,-1.43,-1.07,1.34,10.0,6.1,7.15,140.0,360.0,15.0,8.95,-75.0,False
-1.65,0.23,-1.02,-0.3,-0.88,-0.82,10.0,5.35,8.55,150.0,125.0,25.0,8.45,95.0,False
-2.49,-2.87,-3.19,-2.78,-2.91,1.23,10.0,9.15,9.55,180.0,390.0,15.0,5.05,-70.0,False
5.83,3.5,2.14,2.83,3.14,1.35,1.0,0.66,0.79,0.0,14.0,2.0,1.03,14.0,True
2.3,2.31,3.13,2.46,4.36,0.73,1.0,0.96,0.28,36.0,5.0,4.0,0.84,20.0,True
-2.04,-1.55,-2.13,-1.44,-0.12,0.64,10.0,6.0,9.35,15.0,100.0,15.0,6.95,-90.0,True
-0.19,-1.93,-0.78,1.49,-1.45,-0.35,10.0,5.5,10.15,195.0,50.0,5.0,9.1,-50.0,False
-0.85,-1.78,-1.43,-1.79,-1.85,0.22,10.0,8.4,5.7,195.0,110.0,15.0,8.65,-30.0,True
5.37,4.51,3.85,4.23,3.26,1.27,1.0,0.74,0.65,43.0,54.0,2.0,1.07,6.0,False
2.82,3.8,4.01,2.86,2.74,1.98,1.0,0.45,0.94,26.0,5.0,2.0,0.96,16.0,True
-1.32,-0.91,-1.06,-1.35,-1.26,-0.67,10.0,6.05,6.3,55.0,170.0,5.0,13.7,-35.0,False
2.97,4.11,3.78,2.9,2.45,0.26,1.0,0.61,0.3,18.0,8.0,4.0,1.14,19.0,True
2.69,3.92,4.48,4.18,2.98,2.8,1.0,0.27,0.22,16.0,18.0,4.0,1.59,7.0,False
3.88,3.49,2.75,4.12,3.3,2.09,1.0,0.17,0.45,6.0,2.0,2.0,1.05,7.0,False
-0.93,-2.44,-2.36,1.98,0.54,3.58,10.0,7.5,6.4,55.0,85.0,15.0,5.65,20.0,True
-2.6,-0.34,-0.89,-2.2,-1.21,0.84,10.0,7.65,6.45,90.0,180.0,5.0,11.45,-85.0,True
-1.83,-1.58,-1.79,-1.99,2.11,-0.46,10.0,5.95,6.75,60.0,30.0,5.0,9.95,-75.0,False
-0.83,-1.1,-1.71,-1.84,-1.44,0.42,10.0,6.4,8.75,215.0,330.0,15.0,11.6,-30.0,False
5.07,2.36,2.99,2.18,4.0,0.41,0.0,0.95,0.19,9.0,21.0,2.0,1.8,10.0,True
-1.49,1.3,-1.95,-2.19,0.07,1.11,10.0,6.35,8.05,135.0,220.0,5.0,7.0,0.0,False
-0.79,-2.86,-1.65,-2.25,-2.82,2.13,10.0,6.7,8.95,50.0,265.0,5.0,8.55,-60.0,False
3.44,2.6,4.3,4.77,6.11,0.56,1.0,0.0,0.56,21.0,25.0,4.0,1.86,8.0,False
-2.58,-2.45,-2.47,-2.88,-2.35,2.51,10.0,8.35,9.4,220.0,115.0,5.0,5.2,-65.0,True
4.08,2.9,5.91,2.53,2.58,1.64,1.0,0.74,0.67,32.0,41.0,2.0,1.62,-19.0,True
-1.47,-1.43,-2.62,-2.73,0.87,2.61,10.0,9.5,7.8,150.0,330.0,5.0,5.6,-25.0,False
2.28,3.93,4.6,4.37,3.19,0.34,1.0,0.94,0.54,38.0,25.0,2.0,1.65,18.0,True
4.52,3.32,3.13,3.83,2.68,1.49,1.0,0.35,0.8,26.0,5.0,4.0,0.25,3.0,False
5.24,5.61,9.62,3.74,3.2,1.34,1.0,0.62,0.06,12.0,64.0,4.0,1.24,17.0,False
0.86,-0.88,-0.53,-1.32,1.64,2.7,10.0,5.7,7.6,205.0,35.0,15.0,10.55,-20.0,False
3.92,4.91,3.56,3.77,2.55,0.31,1.0,0.08,0.76,9.0,0.0,3.0,0.34,19.0,False
0.99,2.23,0.39,1.51,0.0,1.32,10.0,5.25,5.05,155.0,340.0,15.0,14.05,-75.0,False
-1.04,-0.69,-1.58,-1.38,-0.81,-0.72,10.0,7.7,5.15,225.0,85.0,15.0,10.65,-80.0,False
2.69,3.3,2.63,4.23,3.75,2.74,1.0,0.71,0.24,7.0,50.0,2.0,1.02,16.0,False
5.2,6.7,5.18,5.26,2.89,1.83,1.0,0.68,0.01,47.0,23.0,2.0,1.34,-11.0,False
2.35,2.13,4.45,2.51,3.14,2.36,1.0,0.64,0.97,12.0,63.0,2.0,1.9,-17.0,True
